id,materia,tipo,dificuldade,ano,origem_titulo,origem_numero,gabarito,qtd_alternativas,topicos,tags
466495,Geografia,multipla escolha,Fácil,2026,ETAPA,Q77,B,5,Geografia Física Geral | Geomorfologia | Teoria da Deriva Continental,Fácil | Geografia | Geografia Física Geral | Geomorfologia | Teoria da Deriva Continental
466489,Geografia,multipla escolha,Fácil,2026,ETAPA,Q74,D,5,Cartografia | Fuso Horário | Fuso horário mundial,Fácil | Geografia | Cartografia | Fuso Horário | Fuso horário mundial
466487,Geografia,multipla escolha,Fácil,2026,ETAPA,Q71,A,5,Geografia Geral | Questão Ambiental Mundial | Meio Ambiente: Questão do Lixo | Problema Ambiental Urbano,Fácil | Geografia | Geografia Geral | Questão Ambiental Mundial | Meio Ambiente: Questão do Lixo | Problema Ambiental Urbano
466483,Geografia,multipla escolha,Médio,2026,ETAPA,Q68,D,5,"Geografia Física Geral | Pedologia | Morfologia, composição, funções, processos e fatores de formação do solo","Médio | Geografia | Geografia Física Geral | Pedologia | Morfologia, composição, funções, processos e fatores de formação do solo"
466457,Geografia,multipla escolha,Médio,2026,ETAPA,Q65,C,5,Geografia Física Geral | Pedologia | Problemas de uso do solo | Práticas de conservação dos solos,Médio | Geografia | Geografia Física Geral | Pedologia | Problemas de uso do solo | Práticas de conservação dos solos
466456,Geografia,multipla escolha,Médio,2026,ETAPA,Q63,A,5,Geografia Humana Geral | Demografia | Migrações,Médio | Geografia | Geografia Humana Geral | Demografia | Migrações
466450,Geografia,multipla escolha,Médio,2026,ETAPA,Q59,B,5,"Cartografia | Sistemas de Informações Geográficas | Sistema de Posição Geográfica (GPS) e Sensoriamento Remoto (SIG, imagens de satélite e produtos cartográficos digitais)","Médio | Geografia | Cartografia | Sistemas de Informações Geográficas | Sistema de Posição Geográfica (GPS) e Sensoriamento Remoto (SIG, imagens de satélite e produtos cartográficos digitais)"
466442,Geografia,multipla escolha,Médio,2026,ETAPA,Q55,C,5,Geografia Econômica do Brasil | Fontes de energia | Fontes de energia renováveis: Energia solar - Brasil,Médio | Geografia | Geografia Econômica do Brasil | Fontes de energia | Fontes de energia renováveis: Energia solar - Brasil
466440,Geografia,multipla escolha,Difícil,2026,ETAPA,Q53,E,5,Geografia Física do Brasil | Geomorfologia do Brasil | Domínios morfoclimáticos | Classificação do relevo brasileiro | Domínios morfoclimáticos: Amazônico,Difícil | Geografia | Geografia Física do Brasil | Geomorfologia do Brasil | Domínios morfoclimáticos | Classificação do relevo brasileiro | Domínios morfoclimáticos: Amazônico
466435,Geografia,multipla escolha,Fácil,2026,ETAPA,Q50,B,5,"Geografia Humana Geral | Demografia | Geografia Urbana | Migrações | Urbanização mundial (conceitos, características, tendências e problemas)","Fácil | Geografia | Geografia Humana Geral | Demografia | Geografia Urbana | Migrações | Urbanização mundial (conceitos, características, tendências e problemas)"
466430,Geografia,multipla escolha,Fácil,2026,ETAPA,Q47,D,5,Geografia Física Geral | Geografia Geral | Hidrografia | Questão Ambiental Mundial | Mares e oceanos | Meio Ambiente: Questão da Água | Meio Ambiente: Questão do Lixo,Fácil | Geografia | Geografia Física Geral | Geografia Geral | Hidrografia | Questão Ambiental Mundial | Mares e oceanos | Meio Ambiente: Questão da Água | Meio Ambiente: Questão do Lixo
465949,Geografia,multipla escolha,Médio,2025,ENEM 2ª Aplicação,Q89,C,5,"Geografia Econômica Geral | Geografia Geral | Telecomunicações | Mundo Contemporâneo | Internet e redes sociais | Nova Ordem Mundial: Multipolaridade, Globalização, Empresas Transnacionais e Oligopólios. | Nova Ordem Mundial: Revoluções Tecnológicas","Médio | Geografia | Geografia Econômica Geral | Geografia Geral | Telecomunicações | Mundo Contemporâneo | Internet e redes sociais | Nova Ordem Mundial: Multipolaridade, Globalização, Empresas Transnacionais e Oligopólios. | Nova Ordem Mundial: Revoluções Tecnológicas"
465946,Geografia,multipla escolha,Médio,2025,ENEM 2ª Aplicação,Q88,B,5,Geografia Geral | Mundo Contemporâneo | Nova Ordem Mundial: Países Emergentes,Médio | Geografia | Geografia Geral | Mundo Contemporâneo | Nova Ordem Mundial: Países Emergentes
465936,Geografia,multipla escolha,Médio,2025,ENEM 2ª Aplicação,Q83,D,5,Geografia Econômica do Brasil | Estado e planejamento | Planos e políticas públicas brasileiras,Médio | Geografia | Geografia Econômica do Brasil | Estado e planejamento | Planos e políticas públicas brasileiras
465929,Geografia,multipla escolha,Fácil,2025,ENEM 2ª Aplicação,Q80,B,5,"Geografia Econômica do Brasil | Agropecuária brasileira | Características, Relações de trabalho e de produção; e Estrutura fundiária | Principais cultivos e agronegócio brasileiro","Fácil | Geografia | Geografia Econômica do Brasil | Agropecuária brasileira | Características, Relações de trabalho e de produção; e Estrutura fundiária | Principais cultivos e agronegócio brasileiro"
465928,Geografia,multipla escolha,Fácil,2025,ENEM 2ª Aplicação,Q79,B,5,"Geografia Humana do Brasil | Geografia do Brasil | Demografia do Brasil | Questão Ambiental Brasileira | Populações tradicionais (indígenas, quilombolas, ribeirinhos, caiçaras) | Problemas Ambientais dos Biomas e Domínios Morfoclimáticos","Fácil | Geografia | Geografia Humana do Brasil | Geografia do Brasil | Demografia do Brasil | Questão Ambiental Brasileira | Populações tradicionais (indígenas, quilombolas, ribeirinhos, caiçaras) | Problemas Ambientais dos Biomas e Domínios Morfoclimáticos"
465926,Geografia,multipla escolha,Médio,2025,ENEM 2ª Aplicação,Q77,B,5,Geografia Humana do Brasil | Geografia Geral | Geografia Urbana | Questão Ambiental Mundial | Problemas ambientais das cidades brasileiras | Meio Ambiente: Aquecimento Global | Problema Ambiental Urbano,Médio | Geografia | Geografia Humana do Brasil | Geografia Geral | Geografia Urbana | Questão Ambiental Mundial | Problemas ambientais das cidades brasileiras | Meio Ambiente: Aquecimento Global | Problema Ambiental Urbano
465919,Geografia,multipla escolha,Médio,2025,ENEM 2ª Aplicação,Q76,A,5,Geografia Econômica do Brasil | Espaço Geográfico Brasileiro | A Formação do Espaço Econômico,Médio | Geografia | Geografia Econômica do Brasil | Espaço Geográfico Brasileiro | A Formação do Espaço Econômico
465917,Geografia,multipla escolha,Fácil,2025,ENEM 2ª Aplicação,Q75,A,5,"Geografia Regional do Mundo | Geografia Geral | Ásia | Mundo Contemporâneo | Ásia: Geopolítica | Ásia: Subcontinente Indiano | Xenofobia, fundamentalismo religioso, movimentos e conflitos separatistas; e questões e tensões geopolíticas","Fácil | Geografia | Geografia Regional do Mundo | Geografia Geral | Ásia | Mundo Contemporâneo | Ásia: Geopolítica | Ásia: Subcontinente Indiano | Xenofobia, fundamentalismo religioso, movimentos e conflitos separatistas; e questões e tensões geopolíticas"
465904,Geografia,multipla escolha,Fácil,2025,ENEM 2ª Aplicação,Q66,E,5,Geografia Humana do Brasil | Geografia Urbana | Causas e consequências da urbanização no Brasil,Fácil | Geografia | Geografia Humana do Brasil | Geografia Urbana | Causas e consequências da urbanização no Brasil
465901,Geografia,multipla escolha,Fácil,2025,ENEM 2ª Aplicação,Q64,C,5,Geografia Econômica Geral | Atividade extrativista | Fontes de energia | Extrativismo mineral - Mundo | Combustíveis fósseis: Gás natural e de Xisto-Mundo,Fácil | Geografia | Geografia Econômica Geral | Atividade extrativista | Fontes de energia | Extrativismo mineral - Mundo | Combustíveis fósseis: Gás natural e de Xisto-Mundo
465899,Geografia,multipla escolha,Médio,2025,ENEM 2ª Aplicação,Q62,D,5,Geografia Econômica do Brasil | Extrativismo vegetal e mineral no Brasil | Garimpo no Brasil e Principais recursos minerais,Médio | Geografia | Geografia Econômica do Brasil | Extrativismo vegetal e mineral no Brasil | Garimpo no Brasil e Principais recursos minerais
465898,Geografia,multipla escolha,Médio,2025,ENEM 2ª Aplicação,Q61,B,5,Geografia Regional do Mundo | América | América: Geopolítica | América Anglo-Saxônica: EUA,Médio | Geografia | Geografia Regional do Mundo | América | América: Geopolítica | América Anglo-Saxônica: EUA
465893,Geografia,multipla escolha,Médio,2025,ENEM 2ª Aplicação,Q58,E,5,Geografia Regional do Mundo | América | América: Quadro econômico | América Latina: América do Sul,Médio | Geografia | Geografia Regional do Mundo | América | América: Quadro econômico | América Latina: América do Sul
465890,Geografia,multipla escolha,Fácil,2025,ENEM 2ª Aplicação,Q56,D,5,"Geografia Humana Geral | Aspectos socioeconômicos | Indicadores sociais (IDH, Índice de Gini, Linha da Pobreza e Epidemias) - Mundo","Fácil | Geografia | Geografia Humana Geral | Aspectos socioeconômicos | Indicadores sociais (IDH, Índice de Gini, Linha da Pobreza e Epidemias) - Mundo"
465882,Geografia,multipla escolha,Fácil,2025,ENEM 2ª Aplicação,Q51,C,5,Geografia Econômica do Brasil | Extrativismo vegetal e mineral no Brasil | Exploração madeireira no Brasil e outros produtos do extrativismo vegetal.,Fácil | Geografia | Geografia Econômica do Brasil | Extrativismo vegetal e mineral no Brasil | Exploração madeireira no Brasil e outros produtos do extrativismo vegetal.
465876,Geografia,multipla escolha,Fácil,2025,ENEM 2ª Aplicação,Q46,D,5,"Geografia Humana do Brasil | Demografia do Brasil | Populações tradicionais (indígenas, quilombolas, ribeirinhos, caiçaras)","Fácil | Geografia | Geografia Humana do Brasil | Demografia do Brasil | Populações tradicionais (indígenas, quilombolas, ribeirinhos, caiçaras)"
464934,Geografia,multipla escolha,Fácil,2026,ETAPA,Q10,C,4,"Geografia Humana Geral | Geografia Geral | Geografia Urbana | Elementos da Geografia | Urbanização mundial (conceitos, características, tendências e problemas) | Conceitos e História do Pensamento Geográfico","Fácil | Geografia | Geografia Humana Geral | Geografia Geral | Geografia Urbana | Elementos da Geografia | Urbanização mundial (conceitos, características, tendências e problemas) | Conceitos e História do Pensamento Geográfico"
464933,Geografia,multipla escolha,Médio,2026,ETAPA,Q9,B,4,"Geografia Humana Geral | Geografia Urbana | Urbanização mundial (conceitos, características, tendências e problemas)","Médio | Geografia | Geografia Humana Geral | Geografia Urbana | Urbanização mundial (conceitos, características, tendências e problemas)"
464932,Geografia,multipla escolha,Fácil,2026,ETAPA,Q8,A,4,"Geografia Econômica Geral | Geografia Humana do Brasil | Atividade extrativista | Demografia do Brasil | Extrativismo vegetal - Mundo | Pesca e caça - Mundo | Populações tradicionais (indígenas, quilombolas, ribeirinhos, caiçaras)","Fácil | Geografia | Geografia Econômica Geral | Geografia Humana do Brasil | Atividade extrativista | Demografia do Brasil | Extrativismo vegetal - Mundo | Pesca e caça - Mundo | Populações tradicionais (indígenas, quilombolas, ribeirinhos, caiçaras)"
464931,Geografia,multipla escolha,Fácil,2026,ETAPA,Q7,C,4,"Geografia Humana do Brasil | Demografia do Brasil | Populações tradicionais (indígenas, quilombolas, ribeirinhos, caiçaras)","Fácil | Geografia | Geografia Humana do Brasil | Demografia do Brasil | Populações tradicionais (indígenas, quilombolas, ribeirinhos, caiçaras)"
464930,Geografia,multipla escolha,Fácil,2026,ETAPA,Q6,B,4,"Geografia Humana do Brasil | Demografia do Brasil | Populações tradicionais (indígenas, quilombolas, ribeirinhos, caiçaras)","Fácil | Geografia | Geografia Humana do Brasil | Demografia do Brasil | Populações tradicionais (indígenas, quilombolas, ribeirinhos, caiçaras)"
464929,Geografia,multipla escolha,Fácil,2026,ETAPA,Q5,D,4,"Geografia Econômica do Brasil | Geografia Humana do Brasil | Extrativismo vegetal e mineral no Brasil | Demografia do Brasil | Exploração madeireira no Brasil e outros produtos do extrativismo vegetal. | Populações tradicionais (indígenas, quilombolas, ribeirinhos, caiçaras)","Fácil | Geografia | Geografia Econômica do Brasil | Geografia Humana do Brasil | Extrativismo vegetal e mineral no Brasil | Demografia do Brasil | Exploração madeireira no Brasil e outros produtos do extrativismo vegetal. | Populações tradicionais (indígenas, quilombolas, ribeirinhos, caiçaras)"
464928,Geografia,multipla escolha,Fácil,2026,ETAPA,Q4,B,4,"Geografia Humana do Brasil | Demografia do Brasil | Populações tradicionais (indígenas, quilombolas, ribeirinhos, caiçaras)","Fácil | Geografia | Geografia Humana do Brasil | Demografia do Brasil | Populações tradicionais (indígenas, quilombolas, ribeirinhos, caiçaras)"
464927,Geografia,multipla escolha,Fácil,2026,ETAPA,Q4,C,4,"Geografia Humana do Brasil | Demografia do Brasil | Populações tradicionais (indígenas, quilombolas, ribeirinhos, caiçaras)","Fácil | Geografia | Geografia Humana do Brasil | Demografia do Brasil | Populações tradicionais (indígenas, quilombolas, ribeirinhos, caiçaras)"
464924,Geografia,multipla escolha,Fácil,2026,ETAPA,Q2,C,4,"Geografia Humana Geral | Geografia Geral | Geografia Urbana | Elementos da Geografia | Urbanização mundial (conceitos, características, tendências e problemas) | Conceitos e História do Pensamento Geográfico","Fácil | Geografia | Geografia Humana Geral | Geografia Geral | Geografia Urbana | Elementos da Geografia | Urbanização mundial (conceitos, características, tendências e problemas) | Conceitos e História do Pensamento Geográfico"
464923,Geografia,multipla escolha,Fácil,2026,ETAPA,Q1,B,4,"Geografia Humana Geral | Geografia Humana do Brasil | Geografia Geral | Geografia Urbana | Demografia do Brasil | Elementos da Geografia | Urbanização mundial (conceitos, características, tendências e problemas) | Populações tradicionais (indígenas, quilombolas, ribeirinhos, caiçaras) | Conceitos e História do Pensamento Geográfico","Fácil | Geografia | Geografia Humana Geral | Geografia Humana do Brasil | Geografia Geral | Geografia Urbana | Demografia do Brasil | Elementos da Geografia | Urbanização mundial (conceitos, características, tendências e problemas) | Populações tradicionais (indígenas, quilombolas, ribeirinhos, caiçaras) | Conceitos e História do Pensamento Geográfico"
464819,Geografia,multipla escolha,Fácil,2026,ETAPA,Q10,B,4,"Geografia Humana Geral | Geografia Urbana | Urbanização mundial (conceitos, características, tendências e problemas)","Fácil | Geografia | Geografia Humana Geral | Geografia Urbana | Urbanização mundial (conceitos, características, tendências e problemas)"
464817,Geografia,multipla escolha,Fácil,2026,ETAPA,Q9,D,4,"Geografia Humana Geral | Geografia Urbana | Urbanização mundial (conceitos, características, tendências e problemas)","Fácil | Geografia | Geografia Humana Geral | Geografia Urbana | Urbanização mundial (conceitos, características, tendências e problemas)"
464816,Geografia,multipla escolha,Fácil,2026,ETAPA,Q8,A,4,"Geografia Humana Geral | Geografia Urbana | Urbanização mundial (conceitos, características, tendências e problemas)","Fácil | Geografia | Geografia Humana Geral | Geografia Urbana | Urbanização mundial (conceitos, características, tendências e problemas)"
464762,Geografia,multipla escolha,Fácil,2026,ETAPA,Q10,C,4,Geografia Geral | Elementos da Geografia | Conceitos e História do Pensamento Geográfico,Fácil | Geografia | Geografia Geral | Elementos da Geografia | Conceitos e História do Pensamento Geográfico
464761,Geografia,multipla escolha,Fácil,2026,ETAPA,Q9,A,4,Geografia Geral | Elementos da Geografia | Conceitos e História do Pensamento Geográfico,Fácil | Geografia | Geografia Geral | Elementos da Geografia | Conceitos e História do Pensamento Geográfico
464760,Geografia,multipla escolha,Fácil,2026,ETAPA,Q8,B,4,Geografia Geral | Elementos da Geografia | Conceitos e História do Pensamento Geográfico,Fácil | Geografia | Geografia Geral | Elementos da Geografia | Conceitos e História do Pensamento Geográfico
464652,Geografia,multipla escolha,Fácil,2026,ETAPA,Q10,D,4,Geografia Humana do Brasil | Demografia do Brasil | Migrações internas no Brasil,Fácil | Geografia | Geografia Humana do Brasil | Demografia do Brasil | Migrações internas no Brasil
464651,Geografia,multipla escolha,Fácil,2026,ETAPA,Q9,B,4,"Geografia Econômica do Brasil | Agropecuária brasileira | Características, Relações de trabalho e de produção; e Estrutura fundiária","Fácil | Geografia | Geografia Econômica do Brasil | Agropecuária brasileira | Características, Relações de trabalho e de produção; e Estrutura fundiária"
464650,Geografia,multipla escolha,Médio,2026,ETAPA,Q8,A,4,"Geografia Econômica do Brasil | Agropecuária brasileira | Características, Relações de trabalho e de produção; e Estrutura fundiária","Médio | Geografia | Geografia Econômica do Brasil | Agropecuária brasileira | Características, Relações de trabalho e de produção; e Estrutura fundiária"
464649,Geografia,multipla escolha,Médio,2026,ETAPA,Q7,C,4,"Geografia Econômica do Brasil | Agropecuária brasileira | Características, Relações de trabalho e de produção; e Estrutura fundiária","Médio | Geografia | Geografia Econômica do Brasil | Agropecuária brasileira | Características, Relações de trabalho e de produção; e Estrutura fundiária"
464646,Geografia,multipla escolha,Fácil,2026,ETAPA,Q6,A,4,"Geografia Econômica do Brasil | Agropecuária brasileira | Características, Relações de trabalho e de produção; e Estrutura fundiária","Fácil | Geografia | Geografia Econômica do Brasil | Agropecuária brasileira | Características, Relações de trabalho e de produção; e Estrutura fundiária"
464636,Geografia,multipla escolha,Fácil,2026,ETAPA,Q5,D,4,"Geografia Econômica do Brasil | Agropecuária brasileira | Características, Relações de trabalho e de produção; e Estrutura fundiária","Fácil | Geografia | Geografia Econômica do Brasil | Agropecuária brasileira | Características, Relações de trabalho e de produção; e Estrutura fundiária"
464635,Geografia,multipla escolha,Médio,2026,ETAPA,Q4,B,4,Geografia Humana Geral | Demografia | Migrações,Médio | Geografia | Geografia Humana Geral | Demografia | Migrações
464634,Geografia,multipla escolha,Fácil,2026,ETAPA,Q3,C,4,Geografia Humana do Brasil | Demografia do Brasil | Distribuição da população brasileira pelo território,Fácil | Geografia | Geografia Humana do Brasil | Demografia do Brasil | Distribuição da população brasileira pelo território
464633,Geografia,multipla escolha,Médio,2026,ETAPA,Q2,C,4,"Geografia Econômica Geral | Geografia Humana Geral | Agropecuária | Geografia Urbana | Agronegócio | Urbanização mundial (conceitos, características, tendências e problemas)","Médio | Geografia | Geografia Econômica Geral | Geografia Humana Geral | Agropecuária | Geografia Urbana | Agronegócio | Urbanização mundial (conceitos, características, tendências e problemas)"
464632,Geografia,multipla escolha,Fácil,2026,ETAPA,Q1,B,4,"Geografia Econômica Geral | Geografia Humana Geral | Agropecuária | Geografia Urbana | Agronegócio | Urbanização mundial (conceitos, características, tendências e problemas)","Fácil | Geografia | Geografia Econômica Geral | Geografia Humana Geral | Agropecuária | Geografia Urbana | Agronegócio | Urbanização mundial (conceitos, características, tendências e problemas)"
464532,Geografia,multipla escolha,Fácil,2026,ETAPA,Q10,B,4,Geografia Econômica Geral | Agropecuária | Revolução Verde e transgênicos,Fácil | Geografia | Geografia Econômica Geral | Agropecuária | Revolução Verde e transgênicos
464531,Geografia,multipla escolha,Fácil,2026,ETAPA,Q9,B,4,"Geografia Humana Geral | Geografia Urbana | Urbanização mundial (conceitos, características, tendências e problemas)","Fácil | Geografia | Geografia Humana Geral | Geografia Urbana | Urbanização mundial (conceitos, características, tendências e problemas)"
464529,Geografia,multipla escolha,Fácil,2026,ETAPA,Q8,D,4,"Geografia Humana Geral | Geografia Urbana | Urbanização mundial (conceitos, características, tendências e problemas)","Fácil | Geografia | Geografia Humana Geral | Geografia Urbana | Urbanização mundial (conceitos, características, tendências e problemas)"
464527,Geografia,multipla escolha,Fácil,2026,ETAPA,Q7,B,4,Geografia Humana do Brasil | Demografia do Brasil | Imigração no Brasil e Emigração,Fácil | Geografia | Geografia Humana do Brasil | Demografia do Brasil | Imigração no Brasil e Emigração
464523,Geografia,multipla escolha,Fácil,2026,ETAPA,Q6,C,4,Geografia Humana do Brasil | Demografia do Brasil | Os grupos étnicos e a distribuição por cor da pele da população brasileira,Fácil | Geografia | Geografia Humana do Brasil | Demografia do Brasil | Os grupos étnicos e a distribuição por cor da pele da população brasileira
464522,Geografia,multipla escolha,Fácil,2026,ETAPA,Q5,B,4,Geografia Humana do Brasil | Demografia do Brasil | Os grupos étnicos e a distribuição por cor da pele da população brasileira,Fácil | Geografia | Geografia Humana do Brasil | Demografia do Brasil | Os grupos étnicos e a distribuição por cor da pele da população brasileira
464521,Geografia,multipla escolha,Médio,2026,ETAPA,Q4,D,4,Geografia Humana do Brasil | Demografia do Brasil | Geografia Urbana | Migrações internas no Brasil | Causas e consequências da urbanização no Brasil | Problemas sociais das cidades brasileiras,Médio | Geografia | Geografia Humana do Brasil | Demografia do Brasil | Geografia Urbana | Migrações internas no Brasil | Causas e consequências da urbanização no Brasil | Problemas sociais das cidades brasileiras
464520,Geografia,multipla escolha,Médio,2026,ETAPA,Q3,B,4,Geografia Humana do Brasil | Demografia do Brasil | Migrações internas no Brasil,Médio | Geografia | Geografia Humana do Brasil | Demografia do Brasil | Migrações internas no Brasil
464519,Geografia,multipla escolha,Médio,2026,ETAPA,Q2,A,4,Geografia Humana Geral | Demografia | Migrações,Médio | Geografia | Geografia Humana Geral | Demografia | Migrações
464517,Geografia,multipla escolha,Fácil,2026,ETAPA,Q1,C,4,Geografia Humana Geral | Demografia | Migrações,Fácil | Geografia | Geografia Humana Geral | Demografia | Migrações
472316,Física,dissertativa,Médio,2022,ONC Nivel E,Q10,None,0,Mecânica | Eletricidade | Dinâmica | Eletrodinâmica | Eletromagnetismo | Dinâmica dos movimentos curvilíneos | Trabalho no campo elétrico uniforme | Força magnética,Médio | Física | Mecânica | Eletricidade | Dinâmica | Eletrodinâmica | Eletromagnetismo | Dinâmica dos movimentos curvilíneos | Trabalho no campo elétrico uniforme | Força magnética
472315,Física,dissertativa,Médio,2022,ONC Nivel E,Q9,None,0,Termologia | Física Moderna | Calorimetria | Física Moderna | Calor sensível | Calor Latente | Teoria da Relatividade,Médio | Física | Termologia | Física Moderna | Calorimetria | Física Moderna | Calor sensível | Calor Latente | Teoria da Relatividade
472312,Física,dissertativa,Médio,2022,ONC Nivel E,Q6,None,0,Física Moderna | Física Moderna | Física Moderna | Eletivas | Astronomia | Astronomia | Astronomia,Médio | Física | Física Moderna | Física Moderna | Física Moderna | Eletivas | Astronomia | Astronomia | Astronomia
472311,Física,dissertativa,Médio,2022,ONC Nivel E,Q5,None,0,Mecânica | Gravitação | Velocidade de escape,Médio | Física | Mecânica | Gravitação | Velocidade de escape
472305,Física,dissertativa,Médio,2022,ONC Nível D,Q9,None,0,Termologia | Gases | Termodinâmica | Equação de estado dos gases ideais | Trabalho em uma transformação gasosa | Química | Química Geral e Inorgânica | Físico-Química | Estequiometria | Termoquímica | Estequiometria envolvendo gases | Conceitos Gerais da Termoquímica: Energia envolvida em uma reação química,Médio | Física | Termologia | Gases | Termodinâmica | Equação de estado dos gases ideais | Trabalho em uma transformação gasosa | Química | Química Geral e Inorgânica | Físico-Química | Estequiometria | Termoquímica | Estequiometria envolvendo gases | Conceitos Gerais da Termoquímica: Energia envolvida em uma reação química
472209,Física,dissertativa,Fácil,2022,ONC Nível A,Q10,None,0,Óptica/Ondas | Óptica geométrica | Princípios da óptica geométrica | Óptica da visão,Fácil | Física | Óptica/Ondas | Óptica geométrica | Princípios da óptica geométrica | Óptica da visão
472208,Física,dissertativa,Médio,2022,ONC Nível A,Q9,None,0,"Mecânica | Física Geral | Dinâmica | Trabalho, Energia e Potência | Física Geral | Leis de Newton | Potência | Interpretação de fenômenos físicos (gráficos, tabelas e textos)","Médio | Física | Mecânica | Física Geral | Dinâmica | Trabalho, Energia e Potência | Física Geral | Leis de Newton | Potência | Interpretação de fenômenos físicos (gráficos, tabelas e textos)"
472168,Física,multipla escolha,Fácil,2022,ONC Nivel E,Q12,A,5,Física Moderna | Física Moderna | Física Moderna | Eletivas | Astronomia | Astronomia | Astronomia,Fácil | Física | Física Moderna | Física Moderna | Física Moderna | Eletivas | Astronomia | Astronomia | Astronomia
472167,Física,multipla escolha,Fácil,2022,ONC Nivel E,Q11,A,5,"Física Geral | Física Moderna | Física Geral | Física Moderna | Interpretação de fenômenos físicos (gráficos, tabelas e textos) | Teoria da Relatividade","Fácil | Física | Física Geral | Física Moderna | Física Geral | Física Moderna | Interpretação de fenômenos físicos (gráficos, tabelas e textos) | Teoria da Relatividade"
472147,Física,multipla escolha,Fácil,2022,ONC Nivel D,Q12,A,5,Óptica/Ondas | Óptica geométrica | Sistemas ópticos esféricos - Determinação gráfica de imagens,Fácil | Física | Óptica/Ondas | Óptica geométrica | Sistemas ópticos esféricos - Determinação gráfica de imagens
472146,Física,multipla escolha,Médio,2022,ONC Nivel D,Q11,A,5,Mecânica | Gravitação | Leis de Kepler,Médio | Física | Mecânica | Gravitação | Leis de Kepler
472145,Física,multipla escolha,Fácil,2022,ONC Nivel D,Q10,A,5,Mecânica | Física Moderna | Cinemática | Física Moderna | Conceitos básicos de cinemática | Teoria da Relatividade,Fácil | Física | Mecânica | Física Moderna | Cinemática | Física Moderna | Conceitos básicos de cinemática | Teoria da Relatividade
472143,Física,multipla escolha,Fácil,2022,ONC Nivel D,Q9,A,5,Física Moderna | Física Moderna | Física Moderna,Fácil | Física | Física Moderna | Física Moderna | Física Moderna
472128,Física,multipla escolha,Fácil,2022,ONC Nivel C,Q20,A,5,Mecânica | Dinâmica impulsiva | Colisões,Fácil | Física | Mecânica | Dinâmica impulsiva | Colisões
472122,Física,multipla escolha,Fácil,2022,ONC Nivel C,Q19,A,5,Mecânica | Cinemática | Queda livre - Lançamento vertical,Fácil | Física | Mecânica | Cinemática | Queda livre - Lançamento vertical
472121,Física,multipla escolha,Fácil,2022,ONC Nivel C,Q17,A,5,"Mecânica | Termologia | Trabalho, Energia e Potência | Calorimetria | Rendimento | Calor sensível","Fácil | Física | Mecânica | Termologia | Trabalho, Energia e Potência | Calorimetria | Rendimento | Calor sensível"
472116,Física,multipla escolha,Fácil,2022,ONC Nivel C,Q12,A,5,Física Geral | Física Geral | Física Geral | Eletivas | Astronomia | Astronomia | Astronomia,Fácil | Física | Física Geral | Física Geral | Física Geral | Eletivas | Astronomia | Astronomia | Astronomia
472114,Física,multipla escolha,Fácil,2022,ONC Nivel C,Q11,A,5,Física Moderna | Física Moderna | Física Moderna,Fácil | Física | Física Moderna | Física Moderna | Física Moderna
472084,Física,multipla escolha,Fácil,2022,ONC Nivel C,Q10,A,5,Mecânica | Gravitação | Leis de Kepler,Fácil | Física | Mecânica | Gravitação | Leis de Kepler
472073,Física,multipla escolha,Fácil,2022,ONC Nivel C,Q1,A,5,Física Moderna | Física Moderna | Física Moderna,Fácil | Física | Física Moderna | Física Moderna | Física Moderna
472072,Física,multipla escolha,Fácil,2022,ONC Nivel B,Q20,A,5,Mecânica | Gravitação | Sistema solar,Fácil | Física | Mecânica | Gravitação | Sistema solar
472071,Física,multipla escolha,Fácil,2022,ONC Nivel B,Q19,A,5,Óptica/Ondas | Física Moderna | Óptica física | Física Moderna | Espectro eletromagnético | Física Moderna,Fácil | Física | Óptica/Ondas | Física Moderna | Óptica física | Física Moderna | Espectro eletromagnético | Física Moderna
472056,Física,multipla escolha,Fácil,2022,ONC Nivel B,Q10,A,5,Mecânica | Gravitação | Leis de Kepler,Fácil | Física | Mecânica | Gravitação | Leis de Kepler
472048,Física,multipla escolha,Fácil,2022,ONC Nivel B,Q3,A,5,Mecânica | Mecânica dos fluidos | Densidade e massa específica,Fácil | Física | Mecânica | Mecânica dos fluidos | Densidade e massa específica
472039,Física,multipla escolha,Fácil,2022,ONC Nível A,Q20,A,5,Termologia | Termometria | Conceitos básicos de termometria,Fácil | Física | Termologia | Termometria | Conceitos básicos de termometria
472037,Física,multipla escolha,Fácil,2022,ONC Nível A,Q19,A,5,Termologia | Transmissão de calor | Condução térmica | Convecção | Radiação,Fácil | Física | Termologia | Transmissão de calor | Condução térmica | Convecção | Radiação
472036,Física,multipla escolha,Fácil,2022,ONC Nível A,Q18,A,5,"Física Geral | Física Geral | Física Geral | Interpretação de fenômenos físicos (gráficos, tabelas e textos)","Fácil | Física | Física Geral | Física Geral | Física Geral | Interpretação de fenômenos físicos (gráficos, tabelas e textos)"
472023,Física,multipla escolha,Fácil,2022,ONC Nível A,Q11,A,5,"Física Geral | Física Geral | Interpretação de fenômenos físicos (gráficos, tabelas e textos) | Fundamentos de Matemática","Fácil | Física | Física Geral | Física Geral | Interpretação de fenômenos físicos (gráficos, tabelas e textos) | Fundamentos de Matemática"
